solver_id,method_idx,total_cost,actual_cost,instances_run,total_instances,cost_ratio,original_rank,subset_rank,num_solvers,rank_diff
AMSAT_main2024,4,1456478.5791,10000.0000,1,400,0.0069,9,1,13
AMSAT_main2024,6,1456478.5791,261304.0230,80,400,0.1794,9,9,13
AMSAT_RGC_main2024,6,1452674.4030,280789.3688,80,400,0.1933,8,8,13
AMSAT_main2024,9,1456478.5791,16493.2843,80,400,0.0113,9,5,13
AMSAT_RGC_main2024,3,1452674.4030,104559.2391,80,400,0.0720,8,6,13
AMSAT_main2024,3,1456478.5791,114175.0328,80,400,0.0784,9,7,13
AMSAT_RGC_main2024,9,1452674.4030,11899.8887,80,400,0.0082,8,3,13
CaDiCaL_main2024,3,1397642.5607,66103.6491,80,400,0.0473,5,3,13
CaDiCaL_main2024,6,1397642.5607,322311.5369,80,400,0.2306,5,5,13
AMSAT_main2024,8,1456478.5791,1456478.5791,400,400,1.0000,9,9,13
AMSAT_main2024,2,1456478.5791,1456478.5791,400,400,1.0000,9,9,13
AMSAT_RGC_main2024,8,1452674.4030,1452674.4030,400,400,1.0000,8,8,13
AMSAT_RGC_main2024,2,1452674.4030,1452674.4030,400,400,1.0000,8,8,13
CaDiCaL_main2024,9,1397642.5607,8469.3279,80,400,0.0061,5,1,13
CaDiCaL_main2024,2,1397642.5607,1397642.5607,400,400,1.0000,5,5,13
AMSAT_main2024,5,1456478.5791,1456478.5791,400,400,1.0000,9,9,13
Cadical_ESA_main2024,3,1424127.7009,60849.1118,80,400,0.0427,7,2,13
AMSAT_RGC_main2024,5,1452674.4030,1452674.4030,400,400,1.0000,8,8,13
AMSAT_main2024,7,1456478.5791,1456478.5791,400,400,1.0000,9,9,13
Cadical_ESA_main2024,6,1424127.7009,218230.5349,80,400,0.1532,7,5,13
CaDiCaL_main2024,1,1397642.5607,1397642.5607,400,400,1.0000,5,5,13
AMSAT_main2024,1,1456478.5791,1456478.5791,400,400,1.0000,9,9,13
Cadical_ESA_main2024,9,1424127.7009,9374.6183,80,400,0.0066,7,2,13
AMSAT_RGC_main2024,4,1452674.4030,1452674.4030,400,400,1.0000,8,8,13
AMSAT_RGC_main2024,7,1452674.4030,1452674.4030,400,400,1.0000,8,8,13
IsaSAT_main2024,3,2530314.6741,518951.0657,80,400,0.2051,13,13,13
AMSAT_RGC_main2024,1,1452674.4030,1452674.4030,400,400,1.0000,8,8,13
CaDiCaL_main2024,4,1397642.5607,1397642.5607,400,400,1.0000,5,5,13
IsaSAT_main2024,6,2530314.6741,507838.0340,80,400,0.2007,13,13,13
CaDiCaL_main2024,8,1397642.5607,1397642.5607,400,400,1.0000,5,5,13
Cadical_ESA_main2024,2,1424127.7009,1424127.7009,400,400,1.0000,7,7,13
IsaSAT_main2024,9,2530314.6741,187549.5575,80,400,0.0741,13,13,13
IsaSAT_main2024,8,2530314.6741,139985.6315,68,400,0.0553,13,13,13
CaDiCaL_main2024,5,1397642.5607,1397642.5607,400,400,1.0000,5,5,13
Kissat_MAB-DC_main2024,3,1374093.8605,94227.4397,80,400,0.0686,2,5,13
IsaSAT_main2024,5,2530314.6741,548437.3522,87,400,0.2167,13,13,13
